trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.5, 'e': 0.06519783881585287}",20,9,21.829394302613466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.06494443784805179}",20,10,17.711554280123302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.06469292198465539}",25,18,11.346234580906641,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.06444327822710919}",25,11,-13.758705388935512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
924,False,"{'a': 0.5, 'e': 0.06419549365071915}",25,16,-4.646511865931188,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.0639495554044815}",30,24,13.826415249742295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.06370545071090843}",20,10,16.558564481347616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.06346316686584991}",20,12,15.176728371847513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.06322269123831145}",25,13,24.651414233687362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.06298401127026795}",30,18,24.367984998165742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.06274711447647405}",20,14,13.326955338314487,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.06251198844427054}",25,20,9.221555945627397,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.062278620833387414}",30,12,21.21722346157601,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.062046999375743345}",25,11,24.806800295429856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.061817111875241706}",25,8,32.59683322170556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.0615889462075635}",20,0,21.436099168775044,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
936,False,"{'a': 0.5, 'e': 0.061362490319956775}",20,15,9.312014150509704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.061137732231023124}",30,23,14.386248281320524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.060914660030501055}",25,5,-9.374676803390706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
939,False,"{'a': 0.5, 'e': 0.06069326187904625}",20,6,27.97976600397467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.06047352600800919}",20,11,19.9268161295546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.06025544071920974}",20,13,0.8495747323578013,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.060038994384709055}",20,15,7.816999686413244,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.05982417544657884}",30,0,14.51934681493232,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
944,False,"{'a': 0.5, 'e': 0.059610972416667976}",20,0,22.238432601890743,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
945,False,"{'a': 0.5, 'e': 0.059399373876366686}",25,14,9.143137205035739,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.05918936847636817}",25,13,25.240328272117587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.058980944936427956}",25,10,-14.255771015991806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
948,False,"{'a': 0.5, 'e': 0.05877409204512089}",20,15,3.5507371672625494,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.05856879865959588}",20,5,23.486613578332307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.058365053705328546}",30,6,23.27538027743413,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.05816284617587171}",25,14,21.345298174445503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.05796216513260384}",20,10,16.45819216548909,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.05776299970447562}",20,16,7.397208433963588,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.05756533908775451}",25,15,22.400763859713678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.05736917254576754}",25,14,19.072071554488495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.057174489408642316}",20,10,6.045456183921825,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.05698127907304627}",30,0,48.57167503999245,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.05678953100192434}",25,14,19.964546132142566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.056599234724234976}",20,10,18.868185968116574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.05641037983468466}",25,18,13.749757890269183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.056222955993460916}",20,14,-0.11496440176696332,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.05603695292596396}",30,13,-42.11978520249076,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
963,False,"{'a': 0.5, 'e': 0.05585236042253691}",20,12,13.498714532233318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.055669168338194755}",25,13,25.703711541561926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.055487366592352}",20,15,7.93135717623001,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.055306945168549185}",25,9,20.716562093751858,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.05512789411417825}",20,10,18.63514053189428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.054950203540206674}",20,8,24.175694426171827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.054773863620900795}",25,2,35.29752963948656,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.054598864593547916}",20,4,28.264062808870793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.0544251967581776}",20,16,6.709969977025655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.05425285047728198}",25,12,22.87752509059454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.05408181617553534}",30,21,14.885463190029924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.05391208433951271}",20,7,19.4197320760894,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.05374364551740787}",20,7,24.166970567250438,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.05357649031875056}",30,6,37.36203820723587,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.05341060941412299}",20,12,13.712188813676658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.05324599353487582}",20,6,19.397426401441145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.05308263347284348}",25,12,27.90870513199325,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.052920520080058917}",25,15,18.234767732271926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.052759644268467965}",25,2,16.35901081281352,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.052599997009643136}",20,6,15.791944155521414,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.05244156933449703}",30,15,-27.64172613841801,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
984,False,"{'a': 0.5, 'e': 0.052284352332995374}",30,17,25.293346964400783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.0521283371538697}",20,9,17.11218185037009,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.05197351500432972}",20,12,15.504532260293518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.051819877149775456}",25,14,7.819864186349434,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.05166741491350905}",25,19,10.276199821485031,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.05151611967644651}",20,4,-15.991674298555033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
990,False,"{'a': 0.5, 'e': 0.051365982876829176}",25,13,24.58852850101558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.05121699600993509}",25,16,3.9067859129609075,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.0510691506277903}",25,11,10.753429405566132,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.05092243833888008}",20,8,21.65242759238402,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.05077685080786007}",20,6,22.819451047054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.05063237975526751}",35,27,17.43744679868622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.050489016957232444}",35,15,11.392636271817366,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.05034675424518898}",20,0,16.097029499013267,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.05020558350558664}",25,17,15.42307231085085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.05006549667960189}",20,13,3.2810387215653307,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.049926485762849734}",30,23,13.261241468719676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,4,48.133560360027786,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,28.008990185504963,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,18,21.771929735344216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,10.02547755453306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,20.200958061496763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,28.845595668887704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,12.007346756266214,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,15,18.42666041159954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,24.016707286517494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,14,19.773890086431834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
